Text,is_toxic
เหี้ยกว่า ผญร้ายๆ คือ ผชตอแหล,0
คนไม่กินปลาร้า มันแปลกหรอ ไม่กินก็คือไม่กิน ไม่ชอบ และไม่ได้รังเกียจ แต่ที่น่ารังเกียจคืนคนกินแล้วมาว่ากูดัดจริต สัส อาหารประจำชาติก็ไม่ใช่,0
สถานที่ฝึกจิต เจริญสติ ระงับอารมณ์ที่ดี ไม่ใช่สถานปฏิบัติธรรมหรือเสถียรธรรมสถุลนะมึง เเต่มันคือสำนักงานเขตเเละกรมขนส่งเว่ย  จบ,0
เกือบไม่ตื่นแล้ว อุตสาห์หาทางตื่น จนมองเห็นนี้แหละตื่่นเลย และถ้าไม่ตื่น เปตรจะทำอะไรฉันคะ จะฆ่าฉันให้ตายเหรอ หรือจะสิง จะทำอะไร อยากรู้อะ,0
โกรธไรกูขนาดนี้ฆ่ากูจัง,0
เหมือนกูจับดาบจับปืนแต่ไม่รู้จะฆ่าใครก่อนดี,0
เคยคิดจะฆ่าตัวตายเพราะเหนื่อยมาก ละท้อแท้สุดๆ เครียดมากๆ,0
คสช มองตัวเองดีทุกอย่าง มองนักการเมืองเลวหมด นักการเมืองตรวจสอบได้ คสช ตรวจไม่ได้,1
มีความจัญไรกันทั้งกลุ่ม จีบผู้ก่อน ชวนเดทก่อน บร๊ะ,0
เพราะความไม่รู้หน้าที่ของคนๆเดียว ต้องมาทะเลาะกันทั้งออฟฟิศ ไม่มีใครคิดจะพูดจะแก้ ขอเอาตัวเองออกจากวงจรอุบาทว์เร็วๆดีกวาา,0
มีบท มีเวลาติวครั้ง แล้วต้องสอบ ศัพท์อีกชิบหายวายปลวก,0
อีพวกน่าถีบคือพวกที่ชอบแซงคิวกับพวกชอบทิ้งขยะจากรถกลางถนนอะ,0
คือตั้งหัวข้อได้แบบว่างมากปะ ไปทำอย่างอื่นเหอะเสียเวลา นั่งวิเคราะห์อะไร บ้าบอ,0
สั่งๆทั้งๆที่รู้ว่าเด็กก็มีงานเยอะ อยากให้ได้ประสบการณ์ อยากให้ทำเป็น แต่รู้รึป่าวว่าเด็กแม่งจะเป็นประสาทอยู่ละ,0
เห็นด้วยค่ะ เหล้าไพร่มาก อีดอก ยัดแล้วไม่อร่อยแถมเสือกวาร์ปไว วาร์ปแบบไม่มีจรรยาบรรณเลยอีห่า,0
มันไม่ใช่เรื่องที่ครอบครัวจะช่วยกุได้ แต่เพื่อนก็ช่วยอะไรไม่ได้เลย แค่อยากจะทำเรื่องที่ทำให้กุสบายใจขึ้นบ้าง กุยังโดนมองเหมือนสวะเลยมั้ง,0
ความรักปัญญาอ่อนแม่งทำให้ชีวิตเสียเวลาอะไรไปเยอะ,0
บอกกับพี่ดีๆศรีจ๋าาา ชายที่เจ้าตามมา หรือแมงดาฉุดมากันแน่,0
เฟสกูมีแต่เรื่องจัญไรหีๆควยๆแค่นั้นไม่มีสาระอะไรจะแฮกทำไมนักหนาจะมาขอดูหีหรอไม่ได้หวง,1
ลูกสาวเอาตุ๊กตาเสนียดเข้าบ้านมา เอาปาทิ้งแทบไม่ทัน ขี้กากจะติดมือไหมนิ   รู้สึกหยะแหยง,0
ขอบคุณสำหรับคำชม กุเก่งค่ะ ตามงานค่ะ อีฟาย คนโง่อย่างมึงคงไม่เข้าใจคนฉลาดนะค่ะ,1
อยากตะโกนใส่หน้าว่า ควย  แต่ก็พูดได้แค่ ครับ,0
บีเป็นคนที่พูดคำหยาบในทวิตได้น่าเอ็นดูที่สุดสำหรับเรา อ่านกี่รอบก็ดูไม่หยาบคายเลย ถ้าเป็นเราพูดนี่แบบอีนางคนต่ำช้า พวกไพร่ไร้สกุลลล,0
พวกอัพบัตรสองสามสี่เท่านี่เป็นเหี้ยไรอะ งง ถึงบ้านจะเป็นหนี้นอกระบบก็ไม่ควรจะมาหากินแบบนี้ปะ สันดาน,1
เป็นไรมากป่ะอีสัด,0
ไม่ว่าต้นตระกูลของเธอจะเป็นผู้ลากมากดีมาจากไหน ถ้ากิริยาของเธอมันไพร่ ก็คงไพร่กันทั้งตระกูล,1
พูดว่าจะเลิกทำคลิปกี่รอบแล้วอะ พูดแล้วทำไม่ได้ก็อย่าพูด ทุเรศ,1
ดีนะ ที่รู้ว่ามันตอแหล เลยไม่ดูคลิปที่มันทำบอกว่าจะเลิก ตอแหลเป็นสันดานน,1
ไม่มีคำไหนจะอธิบายตัวของเธอได้ดีกว่าคำว่า ร่าน อะ,1
ขึ้นทะเบียนพีอาร์ให้หมด จัดเก็บภาษีพีอาร์เพิ่ม อาชีพพีอาร์แม่งเหมือนแมงดาว่ะขึ้นอยู่ว่าจะให้กะหรี่ตัวไหนเอากับนักข่าวที่มันสนิท,1
ถึงคนจะมองว่าหน้าเหมือนปลวก แต่หน้าปลวกๆที่มึงว่าก็มีผัวนะคะ,1
โมโหเลย สัส โมโหกะบเอ็มเน็ตแล้วยังต้องมาโมโหกับพวกไร้หัวคิดอีก อีพวกประสาท,1
จะเลิกใช้ละ เบื่อ กาก สัญญาณในกทมนี่เก็บไว้ดองปูเหรอ ขีดสองขีดเนี่ย ห่า,1
เป็นส้นตีนไรอีกเนี้ย นี่กูอยู่ใจกลาง กทม นะสัส เน็ตหรือแอพ หรือโทรศัพท์หรือเหี้ยไรกากกันแน่,1
สัส ญี่ปุ่นเข้ายากเพราะไอพวกสวะขนยาหน้าหีนี่ละ มีเเพลนจะไปกลางปีหน้า,0
เกลียดกระดาษรายงานของมหาลัย บรรจงฉีกให้ตายยังไงก็แหว่งแบบอุบาทว์เกินรับได้,0
ทำให้แดกแล้วยังจะบ่นอีก ดีเท่าไหร่แล้วที่กูให้หมากิน,1
จำไม่ได้ ทำไมต้องให้จำอะไรเยอะขนาดนี้ด้วย ที่อื่นเรียนเป็นเทอม ที่นี่เรียนคาบเดียว เปรต,1
ปั๊ดโธ่ สร้างด้อมมาคนเดียวรึไงป้า กุขำไม่มีใครไปเพราะโดนไล่หรอกเค้าคิดเองเป็นว้อย ขนาดไล่กุมาตั้งนาน กุยังไม่ไปเลยอยู่เป็นหอกข้างแคร่พวกมึง,1
ใจคอจะให้พี่ตูนแบกไว้หมดเลยเหรอ  กลไกความอุบาทว์ในเรื่องการเบิกจ่ายงบ ในทุกๆ กระทรวงมันไม่ใช่เพิ่งเกิด เกิดแม่มทุกรัฐบาล,0
ไม่ได้คิดจะแย่ง แต่แค่แอบแช่งให้เลิกกันไวๆ,1
ไพร่ต่ำสกุลกา  วาจาอาจหาร  สถุลถ่อยถ้อยความ หยาบกระด้างสิ้นดี,1
ถ้าเเบ่งเวลาไม่ได้เเล้วมาเบียดเวลาคนอื่นก็ควรลาออกจากงานนะค่ะไม่ก็ตัดสินใจมาเลยอีเหี้ยยยมึงจะรับงานไหนควยยยไม่ใช่มาเเทนวันนี้ทำชดวันนั้นสัสส,1
เม้นท์เชี่ยๆ  คนถ้วน นี่จัดเป็นตัวแทนคนทั้งด้อมเลยเหรอ เว็บปลวก,1
ประสาทแดกกูแน่ถ้าอยู่กับพวกแม้งต่อไป,1
กูนับถือในความใจกล้าและหน้าด้านของมึงจริงๆ,1
แท็กซี่โกงจนวินาทีสุดท้าย จ้าาาาาาา โกงทุกคันทุกรอบ หอกกกก,1
ละครช่อง  เปิดฉากแรกก็กราบตีนกันสะและ สมกับสังคมระบบไพร่ มีแต่ประชาชนชั้นต่ำชอบกราบตีนคนอื่น,1
แต่ก่อนด่าชนชั้นสังคมไทยนักหนา มาวันนี้ยกอิปูเป็นอีลีท  อีโง่อย่างมันไม่ต่างจากอีไพร่อย่างเมิงหรอก อินกแสก,1
เป็นทัวร์ที่เเย่ที่สุดที่เคยเดินทางมาอ่ะ บริการอย่างเเย่ ดูเเลอย่างไพร่ ค่าบริการดุจฉ้อโกง,1
ต้องเป็นคนจิตใจหยาบช้าต่ำทรามไพร่สถุลขนาดใหนเนี่ย ได้ทุกอย่างไปตลอดแล้วมาเยาะเย้ยคนอื่น โตมาด้วยสังคมแบบใหน สยอง ขอให้กิจการที่ทำชิบหายนะคะ,1
สะกิดต่อมแดงอีกที พวกไพร่ทั้งหลาย เห็นความสุขสบายของแม้วและครอบครัว การรับผิดชอบของไอ้เต้นเรื่องเชียร์ให้เผา แล้วคิดยังไงกันบ้าง,1
หงุดหงิดระบบมหาลัยว่ะ ใครมีน้องมีลูกอย่างส่งเรียนนะมึง มอนี้ระบบห่าเหวมาก,1
อ้ะ อีหอก มีการสั่งงาน ตอนนี้ นัดวันมาอีก จ้าาา,0
อินเดียเป็นประเทศที่เหี้ยสัสหมาจริงๆ กูโคตรเกลียด โคตรๆเกลียด,1
ควย การตอบว่าเสือกนี่แม่งไม่ตรงประเด็นเหี้ยๆ,0
ส้นตีนมากค่ะ อาเซียนร่วมใจจริงๆ,1
ไม่สวยก็เหนื่อยหน่อย ไม่หน่อยหรอกอีผี เหนื่อยฉิบหาย ทุกวันนี้เพราะว่าไม่สวยเนี่ยคนเลยนึกว่ากุถึกและบึกบึนอีดอกก,0
นี่คือประเทศไทยในความจริง คนชั่วไม่ต้องติดคุกแค่มีเงิน อำนาจก็เยอะละแค่มีเงิน ควย,0
ยังไม่ได้นอน เวรทุเรศทุรัง,0
ทุเรศมาก อีสัด รพ.เอกชนแบ่งให้ประชาชนจองกี่รพ แล้วมึงก็เสนอหน้ามาเสนอจองตัดหน้าคนอื่นอะ,1
ทุเรศตั้งแต่ต้องจ่ายตังฉีดวัคซีนละอห ประเทศหัวควย,1
ทุเรศมากอีสัส,1
ทุเรศเกินไปป่ะคะ,0
ทุเรศมากกก คิดได้ไงก่อน อิวายจีอย่าปล่อยเบลอนะอิสัสมึงต้องเอาเรื่องให้ถึงที่สุด,1
ทุเรศไม่ไหวอีเหี้ยอะไรคืออยากไปดินเนอร์กับลูกกู อย่ามั่นกับอะไรที่ผิดๆได้ป้ะอีห่ามึงก็เนอะไม่มีใครเค้าบอกมึงหรอว่าทำแบบนี้คือโรคจิตอะอีผีรวยแต่ไม่มีสมองอีดอก,1
ทุเรศมาก กล้าตั้งแท็กเซฟหนึ่งจักรวาลได้ไง แล้วเอาสถานะเพื่อนกับสถานะพ่อไปเทียบกันได้เหรอ เป็นเพื่อนที่ดีมันจะเท่ากับเป็นพ่อที่ดีได้ยังไง,1
เออ คือเมื่อกี้เปิดไวไฟเล่นแล้วเด้ง ทุเรศมาก,0
นอกจากอุบาดละยังไม่ให้เกียรติและไม่เคทรพผู้ตายอีก อุบาด ทุเรศ ตำรวจเหี้ย กุขอให้พ่อมึงตายแล้วมีคนมาทำแบบนี้บ้าง,1
ความคิดทุเรศมาก ต้องให้โดนกับพ่อแม่มัน,1
ของชำรุดจากขนส่งมาร้าน ร้านต้องเคลมของกับขนส่งดิไม่ใช่ส่งต่อให้ลูกค้าเพียงเพราะเข้าโอนลำดับสุดท้าย บ้งและทุเรศมาก เป็นแม่ค้าแต่ชุ่ยแบบนี้ก็ไม่ต้องขาย ตรรกะก็ป่วยพีงไปหมด ลูกค้าไม่ด่าก็บุญหัวแล้ว แถมยังมีหน้ามาประจานลูกค้าอีก แย่มาก,1
หลักฐานไม่กางแต่ปาดหน้าไปเลย มันทุเรศจังวะ,0
ตกลง ภาครัฐ มันช่วยอะไรบ้างครับ หรือมันรอแต่จะทะเลาะกันในพรรคเพื่อแย่งเพื่อปลดกัน ทุเรศมาก,0
อุบาดทุเรศสกปรกแมลงวันตอมขา,0
ลูกค้าตอบดีมาก ใจดีมาก เป็นเรา ถ้าร้านโยนภาระมาให้แบบนี้คือคงหลุดด่าแล้ว ไม่ใช่ความรับผิดชอบของลูกค้าอะ โดยเฉพาะรู้ทั้งรู้ว่าของพังละยังจะส่งมาให้อีก จ่ายก็เท่าคนอื่น ข้ออ้างทุเรศไปนะคะ ไม่โอเคกับการขนส่งต้องไปเคลียร์ขนส่งดิ ทำไมผลักภาระ งง,0
ทุเรศอีควาย,1
รูทีนการนอนทุเรศอีกละ ทำไมชั้นอยู่ตีสามทุกวัน,0
ไปกดรีพอร์ตโพสต์มันเถอะ ทุเรศเกินไม่ไหวอะ,1
อีสัด ค่ายเหี้ยก็ด่าค่ายมั้ย แม่งเห็นชัดๆว่าค่ายอัดตารางทุเรศขนาดไหน ทรีตคนเป็นสินค้าขนาดไหน ไม่ใช่มาตีกันเรื่องคนนั้นคนนี้ไม่ยอมโหวต เรื่องนั้นมันคือสิทธิ์ของเค้ามั้ย,1
ทุเรศวะอีดอกหมดคำจะพูดประเทศส้นตีนนี่,1
รำคาญสลิ่มอะ รักชาติรักประเทศแต่ใช้ภาษาประเทศตัวเองยังไม่ถูกเลย ทุเรศ,1
ทุเรศไอ้หน้าหี,1
คนทุเรศคนนึงอะ ส้นตีนสัสเลอ,1
ทุเรศมากอ่ะ ให้เค้าไปยืมตังคนอื่นใช้แต่มึงเอาตังเค้าไปใช้สบายใจ ก็ขอให้อยู่ใช้ยันรับเบี้ยคนชราละกัน นิสัยแบบนี้อ่ะ,1
เหี้ยไรเนี่ย ทุเรศชิบหาย น่ากลัว,1
มันอ่านภาษาไทยไม่แตกกันหรือยังไงวะ เขาก็บอกอยู่ว่าพื้นฐานครอบครัว แถมรีโพสต์ไปด้วย ไม่ทุเรศไปหน่อยเหรอ ไปนอนอีหอยเป็ด,1
รีล่า ทุเรศอีเหี้ย มีเงินก็ไม่ใช่ว่ามึงจะได้ทุกอย่าง,1
ทุเรศชิบ อีเปรต,1
บอกแล้ว วัคซีนจะหายไปไหนถ้าไม่ใช่โดนขโมย มาทีหลังแต่ได้ก่อนนะ ทุเรศจริงๆ,1
ทุเรศมากอีเหี้ยยย,1
มันไม่ใช่ผม ไม่ใช่เราเราไม่ได้วาด ทุเรศจัง,0
โอ้ย บูดมากบูดทุกปย. กุไม่สามารถฟังเพลงเขาได้อีกต่อไป  เซฟทำไมคนแบบนี้มีอะไรน่าเซฟหรอถามหน่อย เพื่อนเหี้ยก็ไม่ต้องหลับหูหลับตาปกป้องได้ปะ มันทุเรศ,1
จะอ้วกอะงานทุเรศมากวาดอะไร,1
อีปลาทอง กุแคปไว้หมดแล้ว ทำอะไรไว้กุแคปหมดแล้ว ทุเรศค่ะ,1
ไม่อยากไว้หน้าอะไรทั้งนั้นอ่ะ คืออะไร ทำไมต้องมาพูดจาไร้มารยาทกับเพื่อนกุเอ่ย กุยังไม่เคยพูดแบบนั้นกับเพื่อนกุเรยค่ะ ถ้าพูดอะไรดีๆออกมาไม่ได้ก็ไม่ต้องพูดให้คนอื่นเสียความมั่นใจ มันทุเรศค่ะอีเหี้ย,1
อยากจะเป็นลมค่ะ คือเอาไปตัดต่อได้ทุเรศมากๆๆๆๆ ไม่รู้จะสรรหาคำไหนมาแล้ว,0
แล้วเรื่องขยะพลาสติกหรืออิเล็กทรอนิกส์ที่มีข่าวนำเข้าเป็นจำนวนมากอีก บางกลุ่มก็ลักลอบบางกลุ่มก็ไม่สนกูมาเพื่อโกยเงิน ทุเรศนะ นำเข้าขยะคุณภาพต่ำส่วนขยะในประเทศก็ขายไม่ออก แล้วรัฐต้องควบคุมตรวจสอบโรงงานอุตสาหกรรมที่กำจัดขยะด้วยว่าได้มาตรฐานถูกต้องมั้ย ส่งผลเสียกับชุมชนรึเปล่า,0
ทุเรศ ประเทศหิวเงิน,1
รำคาญอะ ทำไมไม่ทำดีๆตั้งแต่แรกวะ ชีวิตคนมันเล่นได้เหรอ เบื่อว่ะแม่ง เอาวัคซีนหลากหลายมาตั้งแต่แรกๆเลยก็จบแล้วปะวะ ทุเรศจนวินาทีสุดท้าย ไม่เลวจริงทำไม่ได้นะ,1
กาชาดคือทุเรศนะ แต่ก็น้อทเสอไพร้กะประเทศเหี้ยนี่ ปาดของประชาชนอย่างหน้าด้าน,1
กลับมาดูแลตัวเองดีกว่าเริ่มทุเรศไม่ไหวละ,0
มึงกุรักเจนนี่แบบอยากได้เขาเป็นแฟนไม่ใช่แฟนคลับและถ้ากุมีตังหมื่นล้านสิบล้านกุก็ไม่คิดที่จะทำแบบนี้ กุจะซัพพอตเขาให้เขาสำเร็จทุกทาง แต่นี้มึงรักหรอ มึงแสดงออกได้เหี้ยมากเอาแต่ความสบายใจตัวเองอิสัด เจนนี่ต้องมาตามใจมึงไหมอิเหี้ย ทุเรศ,1
สมมตินะคะสมมติ สมมติว่าถ้าฉันทวิตว่าฉันอึ๊ในห้องน้ำจนตะคริวกิน ฉันจะดูทุเรศปะ แบบสมมติ,0
แซนวิชนายทุนทุเรศมากไส้คือแบบน้อยเหี้ยๆ,1
ทุเรศชิบหาย ใจมด,1
ทุเรศจริง สงสารเจนนี่ วายจีเทคแอคชั่นอะไรแบบนี้บ้างเถอะ ศิลปินตัวเองถูกคุกคาม แล้วเป็นไรกับเจนนี่นักหนา ทุเรศ,1
หน้าไม่อาย ทุเรศสุดๆไปเลยอิดอก,1
ช่วงนี้พวกอีลิทคือได้ไฟเซอร์กันเต็ม งง แล้วมึงดูคนธรรมดา ตาสีตาสาแย่งกันต่อคิว ประเทศทุเรศ เลิกค่ะ,1
ประสาทประเทศนี้ ทีพระข่มขืน ขโมยเงินวัด ฆ่าคนไม่เห็นจะยิ่งใหญ่ไรขนาดนี้ ทุเรศ,1
ชีวิตนี้จะทุเรศสัดๆก็ตอนที่หูฟังแบตจะหมดแต่เสือกหากล่องชาร์จไม่เจอ,0
ทุเรศเกินไปอันนี้,0
เออ พอพูดแบบนี้แล้วดีขึ้นนิดนึงนะ เค  ไอทุเรศเปรตชาติหมาหน้าหีหัวกลวงสมองส้นตีน,1
กับแค่เทียนยังดิ้น โคตรทุเรศ,1
อนาโตมี่ทุเรศลงเสดละรุปดูเบี้ยวขึ้นมาทันที,0
อยากใช้ฟีเจอร์โปรโมทของติ้กต่อกเเต่ไม่ชอบงานนั้น ทุเรศเครียดอะ,0
มึงง เรื่องเจนนี่คือทุเรศมากก โครตโรคจิตอ่ะ คือยัยเกี้ยวแพนิคอยู่แล้วถ้ารู้ต้องยิ่งแพนิคแน่เลย สงสารร,0
คนในเฟสบุ๊คความคิดโคตรจัญไรเลยว่ะ แล้วมาบอกว่าตัวเองสูงส่งกว่าทยิตเตี้ยน ทุเรศพอกันแหละอีควาย คนจะเหี้ย อยู่แพลตฟอร์มไหนมันก็เหี้ย,1
ถ้าเขามียูนิตหลักกุจะไม่พูดเลย แต่ตอนนี้ยังไม่มีอีเหี้ยค่ายเปรต,1
โถ ประชาชนจะอยู่กันอย่างไร กันนี้ คนแก่ เด็กเล็ก คนท้องแก่ ไอ้เหี้ยโหดเผด็จการ อำมหิต ตัวมึงคนเดียวทำลายประชาชนเหมือนใบไม้ร่วง เขายังหาเงินให้พวกมึงใช้ภาษีเขาทั้งนั้น ยังมาเข่นฆ่าเขาอีก เหี้ยเหี้ยมเกิน มนุษย์ จริงๆๆๆไอ้สัส มิน อ่องหล่าย คู่แฝดไอ้เปรต นรก ป ย ด้าน,1
เทพควายทำสงครามน้ำลาย แต่ขีวิตการเมืองยังปากดีเหมือนเดิม คนเปรตๆ,1
หล่อเปรต,0
กุอยากเผากาชาดละนะ มึงเหี้ยไรกันขนาดนี้ อีพวกเปรต,1
เบื่อเด็กเปรตข้างห้องเต็มทน,1
พวกเปรตนี่อีกแล้ว,1
เปรตได้แม่ เช่นนที,1
มึงก็เปรตไอสะส,1
กาชาดมันเหี้ยจัง พวกชาติเปรต,1
ยังไม่เกิดอีกหรอเปรตวัดโพธิ์ตัวนี้,1
ตอนเค้าดังก็เกาะกระแสผ้าเหลืองขอส่วนบุญเหมือนเปรต ทีงี้ละหายหัวไปหมด,1
อิเส่อลี่กับพวกมันเป็นเด็กเหี้ยอ่า น้องโม่บาดเจ็บเยอะมาก ไอเป็นเลือดเลยอ่ะ อิเหี้ยละรอยแผลทั่วตัวเลย หัวอกคนเป็นมัมหมีอย่างฉันใจจะขาดอ่ะ อิเส่อลี่นี่สันติไม่ใช่ทางออกส้นต้นเท่านั้นที่คู่ควร อิเด็กเปรต,1
หยุดโหยหวนเหอะ พวกเปรตวัดโพธิ์,1
หงุดหงิดเปรต บอกว่าจะเก็บนมตั้งนานแล้ว สุดท้ายก้แดกจนหมด แม่ก็เข้าข้างน้อง,0
ถ้าจะไม่มีมารยาทขนาดนี้นะถ้าอยากเรียนมารยาทเมื่อไรเดินมาหน้าบ้านกุนะจะปาหนังสือมารยาทใส่หน้าให้ไอ่พวกเปรต,1
เลิกคบคู่ กูจะด่าทุกวัน แท็กมาด่าด้วยไอเปรต,1
ใจกุเต้นตุบๆๆๆๆๆอิเหี้ยแพลนอาบน้ำคือกุเข้าห้องเก็บเสื้อแล้วเข้านอนเลยไม่อาบไม่เปรตมันแล้ว,0
กาชาดคือชาติเปรตค่ะ อีขี้ขโมย,1
เห่าเก่งเหมือนหมาอีเปรต,1
เป็นห่วงเจนนี่มากอะไม่อยากให้เจออะไรแบบนี้เลยมันโหดร้ายถ้าเจนนี่มาเห็นตอนนี้จะเป็นยังไงอะค่ายรีบเดินเรื่องหน่อยเถอะอีเปรตอย่าปล่อยไปนะคนแบบนี้เอาเรื่องให้ถึงที่สุด,0
แล้วรับประเทศเสี่ยงต่ำ ถถถถถถถถถถถอีเปรตมึงอะเสี่ยงสูงใครเขาจะมา อีโง่,1
แล้วไอจีกูไม่แจ้งเตือนเลย เป็นเปรตไร,0
วันปล่อยผีแบบนี้ ขอเชิญขวนทุกท่านมาเป็นเปรตที่กวังยากันจ้า,0
ถึงพี่ไม่หล่อเท่าณเดชน์ แต่เรื่องลามกจกกระเปรตพี่ไม่เป็นสองรองใคร,0
วายจีช่วยทำหน้าที่ปกป้องความปลอดภัยของศิลปินหน่อยเถอะ น่ากลัวอีชาติเปรต,1
การเลี้ยงลูกสมัยนี้ต้องพึ่งหมอจริงแหละ หลานนี่แม่เขาเป็นพยาบาลพ่อเป็นนักวิทยาศาสตร์ป่าไม้ซัมติง คือเป็นเด็กน่ารักมากเติบโตสมวัยมีมารยาทไม่เปรต พ่อแม่สอนแบบสอนดีจริงๆ,0
ปวดหลังเปรต,0
อีเปรตนี้ ไม่พูดก็ไม่ต้องพูด รำคาญ หลายรอบละมึง เลี้ยงดูกันเองแล้วกัน,1
พี่ซูยอนไม่น่าไปเก็บอีเอมเนตมาจากถังขยะเลย ถ้าเค้าได้มารายการของเอมบีซีคือดาวรุ่งเลยอะ อีเอมเนตอีผีเปรต,1
ถ้าแกตีพ่อตีแม่ ตายไปเป็นเปรต สูงเท่าตึกกี่ชั้นไม่รู้นะ แต่แกก็จะเตี้ยกว่าปรอทเซกแอปเปิ้ลของคุณไชอยู่ดี,0
งานกลุ่มหรือกวดน้ำ แตะศอกรับผลบุญร่วม อีเปรต,1
คนที่มันนอกใจแฟนอะ ทุเรดเนอะสันดานหมา กูเกลียดคนประเภทนี้ที่สุดเลือกได้คือออกไปจากชีวิตกูเถอะ เสนียด,1
ไม่อยากร้องไห้เรื่องพ่อแล้ว ไม่อยากคิดเสนียดหัวแต่ก็อดคิดไม่ได้,0
ปากเสนียดมากครอบครัวกุ,0
ดูวอยซ์ต้องดูทุกรายการเหรอคะ ส่วน เนชั่น ทีนิวส์ไม่มีอยู่ในช่องทีวีที่บ้านค่ะ ลบออกไม่ให้เป็นเสนียดกับทีวี,1
ไอ้กาวอยากให้  สึกมาเข้าพรรคนะ ส่วนพวกสลิ่มมันไม่ให้ค่า ที่ไล่ๆ นั่นเพราะเสนียดผ้าเหลืองต่างหาก,1
แฟนคลับของลิซ่าดีใจที่ไอดอลจะได้ไม่ต้องติดเสนียดกันค่าาาาา,0
คนที่ดีใจไม่ได้อยากเอาชนะควายตู่ค่ะ แฟนคลับของลิซ่ามีแทบจะทั่วโลกค่ะ ส่วนควายตู่มีแต่สลิ่มเป็นแฟนคลับ แต่ดีใจที่ไอดอลของพวกเขาจะไม่ต้องมาติดเสนียดจากควายตู่,1
ปลิงหรอพวกมึงอ่ะ เสนียด ออกไป๊,1
อิพวกสัมภเวสี ไม่จบไม่สิ้น เกาะกันเข้าไป เสนียดดดดด,1
อีควาย ผู้ชายแบบอีก้องควรไปตาย ทุเรศ ขยะ มีคนแบบมันในโรงเรียนรู้สึกเป็นเสนียด สมองคิดแต่เรื่องต่ำๆ,1
สิ่งอัปมงคลไม่กล้ากดเข้าไปฟังเสียงเลยค่ะ แบบเสนียดรูหูขอโทษนะ,0
ทำไมคนไทยต้องมาตามด่าตามทวงวัคซีนที่จ่ายเงินซื้อเองด้วยวะ มีชาติไหนในโลกเค้าเป็นแบบนี้กันมั่งป่ะ ทำไมเราต้องมี รัฐบาล เหี้ยๆ ให้เป็นเสนียดชีวิตด้วย หมดคำจะด่าพวกแม่งแล้วอะ เมื่อไหร่จะตายๆ กันไปให้หมดซักที ขยะทั้งนั้น,1
ขยะแขยงตำรวจมาก โคตรน่าละอายเลย ขอเถอะ ชาตินี้อย่าได้มีเรื่องที่ต้องไปเกี่ยวข้องกับตำรวจไทยเลย เสนียด,1
จะล้างออก หมดไหมเสนียดติดตา,0
ตำรวจหน้าส้นตีน แค่เห็นชุดในเครื่องแบบก็อยากปาขี้ใส่แล้ว แหวะ เสนียด,1
ว้ายอีเหี้ย กูล่ะขำมึงตอนล้มจริงๆ แค่ล้มทำมาเป็นโอดครวญ ประเทศชาติจะชิบหายยังมาทำตัวหน้าขยะแขยง อีเสนียดประเทศ,1
ไม่อยากเห็นหน้าอิตู่อะมึง อิดอกเสนียดลูกตา,1
สังคมเสนียดชิบหาย ขนาดกูอยู่กับพ่อมาตั้งแต่เด็กคือไม่แตะตัวกูเลย ทุเรศว่ะแม่ง,0
สงสารลิซ่านะเอาจิง ไม่ได้รู้อะไรด้วยเลยโดนโหนโดนด่าฟรีแถมโดนเอารูปขึ้นมาคู่อีเหี้ยนี่ทุกวันไปอีก เสนียด,1
ตัวอย่างเลว ๆ ระดับโลก ตัวเสนียดจัญไรของมนุษยชาติ  อีประยุทธ์ได้รับเกียรตินี้ ปังไม่ไหวละนะ,1
อยากตัดแขนทิ้งกุฉีดซิโนแวคอะอิเหี้ยเอ้ยยย เสนียดตัวกุ,0
กูแค่ติ่งเกาหลีมาบอกเสนียดเป็นไรมากเปล่า กูชอบอะไรก็เรื่องของกูมั้ย,0
ข่าวเอารูปมาเทียบกันยังรู้สึกเป็นเสนียดน้องง,0
คนที่น่ารักกับเราเราก็ดีกับเขา ส่วนใครที่เหี้ยใส่กูก็ไม่เก็บไว้อ่ะ เสนียด,0
สำลักกาแฟเลยกรู เสนียดลูกตาแต่เช้า,0
โอ้ย ขอยาดไม่รีภาพอีตู่นะ เสนียดทวิตกุจริงๆ,1
อย่าเอารูปลิซ่าไปวางข้างอิตู่ได้มั้ยคะ เดี๋ยวเสนียดติดน้อง,1
ประเทศที่มีเสนียดจันไรอย่างอีพวกรัฐบาลและกะสัดอยุ่ใครมันจะอยากมาคะ เอาเงินไปซื้อวัคซีนค่ะอีควายอีพวกสมองหมา,1
อีตู่มันโยนความผิดให้ลิซ่าเลยนะแบบนี้ สารเลวชิบหาย ใครจะอยากมายุ่งกับมึงเสนียด,1
คือมึงจะแขวะจริงๆอะเอาทวิตที่ตามกูมาเม้นต์เลยมาไม่อยากปลดแอคอะเดี๋ยวเสนียดมันติด,0
อย่าเอารูปลิซ่าไปใกล้ตัวเสนียดจัญไรค่ะ,1
ใครเขาจะร่วมงานกับมึงคะเสนียด,1
นักการเมืองหรือนักเลง ไม่อยากเห็นเลย เสนียด,1
กลัวว่าเขาจะโดนอิพวกผู้ชายเปราะบางดักรอทำร้ายมาก นี่หรือสันดานพวกชอบใช้เหตุผลไม่ใช้อารมณ์,0
